age,attrition,businesstravel,dailyrate,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,remotework,monthlysalary,annualsalary
30,no,travel_rarely,1347.8,1,Grado,medical,2112,4,hombre,63,3,1, research scientist ,2,,,9369,0,yes,21,4,1,1,12,2,3,11,5,7,3579,1993,yes,29651.6,351775.8
54,no,travel_rarely,630.2,3,Grado,life sciences,2113,4,hombre,85,3,4, research director ,4,married,,23474,3,no,14,3,1,0,36,2,3,10,0,9,17779,1969,yes,13864.400000000001,164482.2
31,no,travel_rarely,977.04,24,Grado,medical,1252,3,mujer,96,2,2, healthcare representative ,1,single,,17198,1,no,19,,2,0,10,2,3,10,1,8,0,1992,no,21494.88,255007.44000000003
44,no,unknown,1011.08,5,Grado,unknown,1267,2,hombre,88,3,5, manager ,2,married,,8751,7,no,11,3,3,1,26,5,3,22,3,10,18213,1979,yes,22243.760000000002,263891.88
55,no,non-travel,162.84,8,Secundaria,unknown,1278,4,hombre,37,2,4, healthcare representative ,2,divorced,,25592,1,yes,15,3,4,1,0,3,3,33,15,0,13577,1968,no,3582.48,42501.24
44,no,travel_rarely,1103.08,4,FP,life sciences,1288,3,hombre,92,4,5, manager ,1,divorced,,17477,1,no,14,3,4,2,0,4,2,25,14,13,19190,1979,no,24267.760000000002,287903.88000000006
34,no,travel_frequently,596.16,11,Grado,life sciences,2114,3,hombre,56,2,2, human resources ,2,,,21833,4,no,11,3,4,2,14,5,4,10,1,8,0,1989,yes,13115.520000000002,155597.76
39,no,unknown,379.04,13,Master,unknown,1307,3,mujer,94,2,4, manager ,2,divorced,,17334,6,yes,13,3,4,2,0,4,3,19,15,2,17123,1984,no,8338.880000000001,98929.44
55,no,travel_rarely,259.44,2,FP,medical,1336,4,mujer,58,1,5, manager ,3,,,6992,4,,14,,4,1,23,5,3,19,9,11,19187,1968,yes,5707.68,67713.84
51,no,unknown,708.4,5,Grado,life sciences,1352,3,hombre,84,3,4, manager ,2,,,17588,1,,11,3,2,1,0,2,3,33,0,10,0,1972,yes,15584.8,184892.4
58,yes,unknown,552.92,14,Master,medical,1360,14,mujer,53,2,3, manufacturing director ,1,married,,12023,7,,14,3,4,0,0,0,2,10,5,9,10008,1965,yes,12164.240000000002,144312.12000000002
48,no,unknown,786.6,4,Grado,life sciences,2115,4,hombre,54,3,3, manufacturing director ,4,single,,18706,1,no,11,3,3,0,11,2,3,10,0,8,0,1975,yes,17305.2,205302.6
29,no,travel_rarely,305.44,17,Grado,unknown,1419,2,hombre,51,2,3, human resources ,1,single,,9769,1,,13,3,1,0,0,3,2,10,0,9,7988,1994,no,6719.68,79719.84
34,no,unknown,1219.92,3,Grado,other,1478,4,hombre,81,1,2, sales executive ,1,single,,15891,3,no,18,,4,0,15,2,3,13,3,12,0,1989,yes,26838.24,318399.12
42,no,travel_frequently,688.16,9,FP,unknown,1480,1,mujer,74,3,1, laboratory technician ,4,,,16458,1,,13,3,3,0,12,3,3,12,5,8,0,1981,yes,15139.520000000002,179609.76
57,no,travel_rarely,372.6,1,FP,life sciences,2116,2,hombre,93,4,2, research scientist ,3,married,,2721,0,no,24,4,1,1,13,2,2,12,2,8,0,1966,yes,8197.2,97248.6
34,yes,travel_rarely,726.8,24,Master,unknown,1489,1,mujer,40,2,2, sales executive ,2,single,,7815,0,yes,23,4,3,0,16,2,4,15,10,10,0,1989,no,15989.600000000002,189694.80000000002
54,no,travel_frequently,966.0,11,Master,medical,1520,2,mujer,87,3,4, manager ,4,,,24456,3,no,20,,1,1,26,2,3,14,1,12,0,1969,yes,21252.0,252126.0
34,no,travel_rarely,893.32,1,Grado,unknown,1535,4,hombre,64,2,3, sales executive ,3,,,12288,1,,14,3,4,0,0,3,3,10,8,6,7083,1989,no,19653.04,233156.52000000002
29,no,unknown,1260.4,3,Secundaria,medical,1586,2,hombre,87,3,1, laboratory technician ,1,single,,16213,1,,18,3,4,0,0,3,0,10,1,5,4723,1994,yes,27728.800000000003,328964.4
35,no,travel_rarely,690.0,28,Grado,life sciences,1596,2,hombre,46,4,2, laboratory technician ,3,,,25348,1,,17,,4,2,0,3,2,10,6,8,3407,1988,yes,15180.0,180090.0
35,yes,unknown,809.6,12,Master,other,1667,4,hombre,36,3,2, sales executive ,4,,,10414,3,,24,4,1,0,13,2,4,11,6,7,0,1988,yes,17811.2,211305.6
34,no,travel_rarely,623.76,19,Grado,life sciences,1701,2,mujer,35,2,1, research scientist ,4,married,,20338,1,no,12,3,2,0,10,3,3,10,8,7,2929,1989,yes,13722.72,162801.36
43,no,unknown,1084.68,2,Grado,unknown,1706,4,hombre,73,3,2, sales executive ,4,,,6069,1,yes,17,3,1,1,10,3,3,10,8,8,0,1980,no,23862.960000000003,283101.48000000004
58,no,non-travel,322.0,2,Grado,medical,2117,2,hombre,52,3,4, manager ,2,divorced,,22577,4,no,22,4,4,1,37,0,2,16,14,14,0,1965,yes,7084.0,84042.0
36,no,travel_rarely,1164.72,14,Master,unknown,2118,14,mujer,63,2,2, sales executive ,3,married,,6060,1,yes,13,3,1,1,10,4,3,10,1,7,0,1987,no,25623.84,303991.92
43,no,travel_rarely,528.08,11,Grado,life sciences,1971,1,hombre,30,3,3, healthcare representative ,3,married,,16873,1,,17,3,2,1,10,1,3,10,0,9,0,1980,yes,11617.76,137828.88
55,no,unknown,173.88,26,Master,human resources,2119,3,hombre,71,4,5, manager ,2,married,,25811,4,yes,18,3,1,1,35,0,3,10,1,4,0,1968,yes,3825.3599999999997,45382.68
42,no,unknown,,23,FP,unknown,1976,4,hombre,37,2,2, research scientist ,3,single,,14811,1,,12,3,4,0,20,2,3,20,3,7,0,1981,yes,,
40,no,unknown,636.64,11,Grado,technical degree,1985,4,mujer,73,3,2, laboratory technician ,3,married,,26849,1,,11,,1,1,10,2,4,10,9,4,0,1983,yes,14006.08,166163.04
56,yes,unknown,285.2,7,FP,technical degree,2032,4,hombre,72,3,1, laboratory technician ,3,married,,3666,8,no,11,3,4,1,14,4,1,10,9,8,0,1967,yes,6274.4,74437.2
39,no,travel_rarely,664.24,33,Secundaria,marketing,2056,33,mujer,60,2,4, sales executive ,4,,,8828,0,,11,3,1,1,0,2,2,20,9,6,12031,1984,yes,14613.28,173366.64
53,no,travel_rarely,1121.48,2,Master,life sciences,2120,1,mujer,78,2,4, manager ,4,married,,22021,2,no,16,3,3,0,0,3,3,25,3,7,15427,1970,yes,24672.56,292706.28
27,no,travel_frequently,914.48,8,Grado,unknown,2121,4,hombre,37,3,3, sales executive ,3,single,,2975,1,no,15,3,4,0,9,0,3,9,1,7,0,1996,no,20118.56,238679.28
30,no,travel_frequently,663.32,1,FP,unknown,57,3,mujer,58,3,2, laboratory technician ,4,,,10781,1,,23,4,4,0,12,2,0,12,3,7,0,1993,yes,14593.04,173126.52000000002
35,no,unknown,784.76,18,Doctorado,life sciences,2122,2,hombre,71,3,3, sales executive ,1,married,,11031,1,,22,4,4,1,9,3,2,9,1,8,0,1988,yes,17264.72,204822.36
32,no,travel_rarely,392.84,1,Grado,medical,78,1,hombre,64,3,2, manufacturing director ,4,married,,10877,1,yes,22,4,2,1,9,3,3,9,7,8,6162,1991,yes,8642.480000000001,102531.24
30,no,travel_rarely,783.84,1,Secundaria,life sciences,104,4,hombre,55,2,2, laboratory technician ,4,married,,15998,1,,12,3,3,2,0,1,0,10,3,0,5126,1993,no,17244.48,204582.24000000002
46,yes,unknown,615.48,9,FP,medical,118,3,hombre,64,2,3, sales executive ,4,,,13596,1,no,16,3,4,0,9,3,3,9,4,7,9619,1977,no,13540.560000000001,160640.28
30,no,travel_rarely,1227.28,4,FP,unknown,121,3,mujer,63,2,2, sales executive ,2,,,19760,1,yes,12,3,2,3,11,4,2,11,2,7,0,1993,no,27000.16,320320.08
32,no,unknown,1005.56,6,Master,unknown,125,2,hombre,87,3,2, sales executive ,3,single,,24301,1,no,16,3,1,0,12,0,3,11,5,7,5010,1991,yes,22122.32,262451.16000000003
35,no,travel_rarely,,37,Doctorado,marketing,2123,3,hombre,94,3,3, sales executive ,2,married,,11439,1,,13,3,1,2,0,3,3,10,0,6,0,1988,no,,
32,no,unknown,889.64,8,Grado,marketing,207,2,mujer,43,3,3, sales executive ,4,single,,15589,1,,14,3,4,0,9,2,3,9,3,7,0,1991,yes,19572.079999999998,232196.04
41,no,travel_rarely,427.8,34,Grado,life sciences,227,1,hombre,56,3,1, research scientist ,3,divorced,,4609,4,no,12,3,1,1,0,2,3,9,1,8,0,1982,yes,9411.6,111655.8
40,no,travel_rarely,909.88,4,Secundaria,medical,253,4,mujer,46,3,5, manager ,3,,,6499,1,no,14,3,2,1,21,2,3,20,9,9,19033,1983,no,20017.36,237478.68
45,no,unknown,1099.4,2,FP,unknown,264,1,hombre,65,2,4, manager ,4,married,,20462,9,no,23,4,4,1,22,1,3,20,11,8,0,1978,yes,24186.800000000003,286943.4
32,yes,travel_rarely,961.4,4,Master,unknown,291,4,hombre,32,1,3, sales executive ,4,married,,25812,1,no,11,3,3,0,14,2,2,14,9,8,10400,1991,no,21150.800000000003,250925.40000000002
30,no,non-travel,762.68,1,Secundaria,life sciences,292,3,hombre,88,2,3, manufacturing director ,3,,,20925,1,no,22,4,3,0,0,2,3,11,5,8,0,1993,yes,16778.960000000003,199059.48
37,no,unknown,609.96,11,Grado,unknown,306,2,hombre,47,3,3, research director ,4,,,10056,1,,14,3,3,3,0,1,3,10,0,7,0,1986,yes,13419.12,159199.56
37,no,unknown,293.48,4,Master,unknown,2124,1,hombre,41,3,1, sales representative ,4,divorced,,2539,4,no,17,3,3,1,13,2,3,9,5,8,2793,1986,no,6456.56,76598.28
40,no,unknown,1196.0,24,FP,technical degree,335,1,hombre,62,3,2, research scientist ,4,,,24447,1,no,17,3,1,2,0,3,3,9,4,7,0,1983,no,26312.0,312156.0
36,no,non-travel,1016.6,24,Master,unknown,2125,2,mujer,47,3,2, laboratory technician ,2,married,,6927,7,,15,3,3,1,11,3,3,9,0,8,5674,1987,yes,22365.2,265332.60000000003
32,no,travel_rarely,833.52,7,Grado,life sciences,420,4,hombre,91,2,2, sales executive ,3,married,,16985,1,,14,3,3,1,13,3,2,13,4,8,0,1991,yes,18337.44,217548.72
38,no,unknown,781.08,25,FP,life sciences,421,1,mujer,81,2,3, research director ,2,,,26707,3,,17,3,3,1,0,2,3,10,0,1,0,1985,yes,17183.760000000002,203861.88
30,no,travel_rarely,1173.0,28,FP,unknown,441,4,mujer,64,3,2, research scientist ,4,married,,11934,1,no,13,3,4,2,11,2,3,10,1,9,0,1993,yes,25806.0,306153.0
39,no,unknown,1120.56,1,Secundaria,unknown,531,2,hombre,52,3,5, manager ,3,,,8213,1,,14,3,3,1,21,3,3,21,1,6,19197,1984,yes,24652.32,292466.16
60,no,unknown,388.24,7,Grado,life sciences,549,1,mujer,41,3,5, manager ,1,,,3854,5,no,11,3,4,0,33,5,1,29,11,10,0,1963,yes,8541.28,101330.64
30,no,unknown,1286.16,22,Master,other,567,3,mujer,69,3,3, sales executive ,1,,,2890,0,,11,3,3,0,10,3,3,9,7,8,8412,1993,yes,28295.52,335687.76
31,no,travel_rarely,1172.08,9,Secundaria,unknown,581,3,hombre,64,3,3, manufacturing director ,2,divorced,,14394,1,no,25,4,4,1,0,6,4,13,0,8,0,1992,yes,25785.760000000002,305912.88000000006
33,yes,unknown,989.92,3,Grado,life sciences,702,1,hombre,70,3,1, research scientist ,1,single,,3164,1,yes,11,3,1,0,0,3,3,10,9,7,3348,1990,no,21778.24,258369.12000000002
50,no,unknown,1110.44,28,Secundaria,medical,716,4,hombre,74,4,1, laboratory technician ,3,married,,3297,1,yes,11,,3,3,20,3,3,20,3,8,0,1973,yes,24429.68,289824.84
32,no,unknown,395.6,24,Master,life sciences,772,1,hombre,80,3,2, laboratory technician ,4,,,21146,1,no,15,,4,2,10,2,3,10,4,7,5309,1991,yes,8703.2,103251.6
42,no,unknown,858.36,29,Grado,unknown,836,2,hombre,98,3,2, manufacturing director ,2,,,11806,1,,13,3,4,1,10,3,2,9,7,8,0,1981,yes,18883.920000000002,224031.96
49,yes,unknown,1089.28,11,Grado,marketing,840,3,mujer,43,3,3, sales executive ,4,married,,5860,1,no,18,3,1,2,0,3,4,9,7,7,7654,1974,no,23964.16,284302.08
27,no,unknown,,5,Secundaria,unknown,844,3,hombre,42,2,3, research director ,4,divorced,,8842,1,,16,3,2,1,0,3,3,9,0,8,12808,1996,yes,,
33,no,travel_rarely,539.12,1,Grado,medical,2126,1,hombre,48,4,2, sales executive ,1,divorced,,21816,1,,22,,1,1,9,5,3,9,0,8,0,1990,yes,11860.64,140710.32
52,no,unknown,818.8,26,Master,unknown,867,3,mujer,81,2,4, manufacturing director ,4,married,,19028,3,no,22,4,3,0,31,3,3,9,0,0,0,1971,no,18013.600000000002,213706.80000000002
32,no,unknown,348.68,5,FP,life sciences,889,2,hombre,48,3,2, sales executive ,2,,,8891,1,no,14,3,4,1,10,3,3,10,5,3,0,1991,yes,7670.96,91005.48
36,no,unknown,1311.0,14,Secundaria,life sciences,924,3,hombre,68,3,2, healthcare representative ,4,,,4821,0,,17,3,1,1,0,2,2,16,4,11,6586,1987,no,28842.0,342171.0
31,no,non-travel,1092.96,20,FP,unknown,2127,4,mujer,45,3,2, sales executive ,3,,,24406,1,,13,3,4,1,0,2,2,9,0,0,0,1992,no,24045.120000000003,285262.56
36,no,travel_rarely,862.96,2,Master,medical,2128,3,hombre,79,3,1, laboratory technician ,3,single,,12287,4,no,21,4,3,0,0,6,3,11,3,9,2519,1987,yes,18985.120000000003,225232.56
52,no,unknown,968.76,1,FP,life sciences,976,4,hombre,70,3,4, manager ,4,married,,13829,2,,15,3,2,1,26,2,0,9,7,8,17099,1971,yes,21312.72,252846.36
33,no,non-travel,664.24,17,Grado,unknown,992,4,hombre,38,3,4, manager ,3,single,,20489,1,,11,3,4,0,10,2,3,10,6,0,0,1990,no,14613.28,173366.64
45,no,non-travel,228.16,23,FP,life sciences,1002,4,hombre,42,3,2, laboratory technician ,1,,,14039,1,yes,15,3,3,1,9,2,3,9,0,8,0,1978,yes,5019.5199999999995,59549.76
36,no,travel_rarely,732.32,12,Doctorado,unknown,1073,4,mujer,51,2,3, manufacturing director ,4,,,15669,0,,11,3,2,0,15,2,2,14,7,8,0,1987,yes,16111.04,191135.52000000002
49,no,unknown,160.08,8,Master,unknown,1138,4,hombre,56,2,4, sales executive ,2,,,11879,6,,17,3,2,1,22,3,3,9,2,3,13120,1974,no,3521.76,41780.880000000005
29,yes,unknown,375.36,23,Secundaria,unknown,2129,4,mujer,45,2,3, sales executive ,1,,,11162,1,,13,,1,1,11,3,1,11,3,10,0,1994,yes,8257.92,97968.96
29,no,unknown,,6,Secundaria,unknown,1192,2,mujer,54,3,1, laboratory technician ,4,married,,26342,1,,13,3,1,1,0,5,3,10,0,8,3131,1994,no,,
37,no,unknown,898.84,1,Grado,life sciences,1196,4,mujer,56,2,2, manufacturing director ,4,married,,9961,1,,13,3,2,1,14,2,2,14,3,11,0,1986,yes,19774.48,234597.24000000002
33,no,travel_rarely,493.12,10,Doctorado,unknown,2130,4,hombre,82,4,3, sales executive ,3,,,21708,0,,14,3,4,2,0,3,3,9,0,8,0,1990,yes,10848.64,128704.32
34,no,travel_frequently,124.2,19,Grado,medical,2131,3,mujer,46,3,2, laboratory technician ,2,divorced,,22534,4,no,13,3,3,2,15,2,4,11,5,10,4444,1989,yes,2732.4,32416.2
28,no,non-travel,1357.92,1,Grado,unknown,1315,3,mujer,55,1,2, laboratory technician ,4,married,,16392,0,no,11,3,1,3,10,6,3,9,7,5,6674,1995,yes,29874.24,354417.12
31,no,non-travel,540.04,2,Master,unknown,1324,4,mujer,57,3,3, sales executive ,3,,,8935,1,yes,19,3,1,1,10,5,2,10,9,6,9852,1992,yes,11880.880000000001,140950.44000000003
42,no,non-travel,455.4,2,Secundaria,life sciences,1334,3,hombre,64,3,4, manager ,3,,,26582,0,yes,13,,4,0,21,3,2,20,2,10,17861,1981,no,10018.800000000001,118859.40000000001
40,no,travel_rarely,481.16,2,Grado,life sciences,1346,3,hombre,98,3,2, research scientist ,4,single,,22455,1,,13,3,3,0,9,4,3,9,8,8,0,1983,yes,10585.52,125582.76000000001
34,no,unknown,466.44,15,FP,medical,1356,3,mujer,66,3,2, sales executive ,1,single,,23553,1,,12,3,4,0,0,6,4,10,9,6,0,1989,yes,10261.68,121740.84
58,no,travel_rarely,970.6,1,Grado,unknown,1423,4,mujer,76,3,5, research director ,1,,,22456,3,,21,4,3,1,0,3,3,9,1,5,0,1965,no,21353.2,253326.6
31,yes,travel_frequently,1329.4,1,Doctorado,unknown,1459,3,mujer,100,4,3, manufacturing director ,2,,,8931,1,,11,3,1,0,0,2,3,10,4,7,7446,1992,yes,29246.800000000003,346973.4
40,no,non-travel,200.56,8,Secundaria,unknown,2132,4,hombre,55,2,3, research director ,2,,,25178,2,no,11,3,3,1,16,5,3,9,4,8,13757,1983,yes,4412.32,52346.16
53,no,unknown,411.24,2,Grado,medical,1472,4,hombre,39,4,4, research director ,2,single,,19764,4,no,12,3,2,0,35,2,2,9,8,8,16598,1970,yes,9047.28,107333.64
34,no,unknown,762.68,15,Grado,unknown,1485,2,hombre,71,3,4, research director ,1,,,11929,7,,14,3,4,2,16,3,2,14,6,9,0,1989,yes,16778.960000000003,199059.48
35,no,travel_rarely,946.68,16,Grado,life sciences,2133,4,mujer,91,2,3, healthcare representative ,2,single,,21195,1,no,19,3,4,0,0,3,1,11,3,3,0,1988,yes,20826.960000000003,247083.48
37,no,unknown,620.08,13,Grado,unknown,1543,1,hombre,47,3,2, research scientist ,4,married,,3031,1,,17,3,1,0,0,2,3,10,3,7,4285,1986,yes,13641.76,161840.88
42,no,travel_frequently,,2,Grado,unknown,1547,4,hombre,40,3,3, healthcare representative ,4,,,18611,2,yes,14,3,3,1,24,3,1,20,13,9,10124,1981,yes,,
45,no,unknown,494.96,1,Master,unknown,1553,1,hombre,66,3,3, healthcare representative ,2,divorced,,20933,1,,12,3,1,3,0,4,3,10,7,7,0,1978,yes,10889.12,129184.56000000001
30,yes,travel_rarely,680.8,1,Grado,unknown,1562,2,hombre,64,2,2, sales executive ,1,married,,5323,1,no,11,3,4,1,0,4,3,10,6,7,9714,1993,yes,14977.600000000002,177688.80000000002
38,no,travel_rarely,1145.4,14,Grado,life sciences,1582,3,hombre,80,3,2, sales executive ,2,married,,12355,0,,11,3,4,1,10,3,3,9,7,7,9924,1985,yes,25198.800000000003,298949.4
50,no,unknown,1135.28,20,Doctorado,medical,1606,2,hombre,41,3,4, healthcare representative ,3,,,20689,2,,15,3,3,1,32,3,3,30,12,13,11245,1973,no,24976.16,296308.08
39,no,travel_rarely,156.4,3,FP,unknown,2134,3,hombre,76,2,2, laboratory technician ,3,,,10302,0,,15,3,4,1,0,3,0,10,0,7,3069,1984,yes,3440.8,40820.4
34,no,travel_rarely,1039.6,3,Grado,unknown,1658,4,mujer,66,3,2, research scientist ,2,,,19332,1,no,12,3,3,1,11,2,3,11,7,9,0,1989,yes,22871.200000000004,271335.60000000003
54,no,travel_rarely,537.28,22,Doctorado,unknown,1665,2,mujer,91,3,4, manager ,3,,,18685,3,,25,4,3,1,36,6,3,10,4,7,0,1969,yes,11820.16,140230.08
41,no,travel_rarely,844.56,6,Grado,marketing,2135,4,hombre,35,3,3, sales executive ,3,,,15869,1,no,12,3,2,0,0,3,3,10,8,7,9241,1982,no,18580.32,220430.16
39,no,unknown,728.64,1,Grado,life sciences,1737,4,hombre,77,3,2, laboratory technician ,4,married,,8989,1,,15,3,4,1,0,2,3,9,5,8,6472,1984,yes,16030.08,190175.04
40,no,travel_rarely,562.12,7,Master,unknown,2136,2,hombre,88,3,5, manager ,2,,,4349,1,no,14,3,2,0,0,3,2,21,12,8,0,1983,no,12366.64,146713.32
33,no,unknown,,4,Grado,technical degree,2137,4,hombre,90,3,2, research scientist ,2,,,6194,5,no,15,,4,2,11,2,2,9,1,7,3055,1990,yes,,
36,no,unknown,1272.36,10,Grado,life sciences,1790,4,hombre,90,3,3, healthcare representative ,1,,,25949,7,,13,3,4,1,15,1,3,12,5,7,8321,1987,no,27991.920000000002,332085.96
33,no,unknown,797.64,8,Master,life sciences,2138,4,hombre,90,4,1, research scientist ,1,married,,6076,6,no,19,3,2,1,14,1,3,10,7,6,3143,1990,yes,17548.079999999998,208184.04
34,no,travel_rarely,,8,FP,unknown,1823,2,hombre,92,4,2, sales executive ,3,,,22128,1,no,21,4,3,2,10,5,3,10,4,8,0,1989,no,,
29,no,travel_frequently,528.08,46,Secundaria,medical,2139,4,hombre,40,3,1, laboratory technician ,4,married,,7003,1,no,13,,2,0,0,3,4,11,3,10,0,1994,no,11617.76,137828.88
46,no,travel_rarely,649.52,2,FP,life sciences,1857,4,hombre,82,3,3, manufacturing director ,4,divorced,,19989,3,,14,3,3,1,12,4,2,9,4,7,8578,1977,yes,14289.439999999999,169524.72
27,no,travel_rarely,669.76,23,Secundaria,medical,1864,2,mujer,36,2,2, sales representative ,3,married,,7018,1,no,21,4,4,1,0,5,3,9,5,8,0,1996,no,14734.72,174807.36
31,no,unknown,286.12,36,Grado,life sciences,1881,2,hombre,89,3,2, laboratory technician ,3,divorced,,18624,1,no,11,3,1,1,10,2,3,10,0,2,4197,1992,no,6294.64,74677.32
45,no,travel_rarely,511.52,25,FP,life sciences,1888,2,mujer,93,2,2, manufacturing director ,4,,,23888,0,no,13,,4,2,10,2,2,9,3,8,0,1978,yes,11253.44,133506.72
34,no,travel_rarely,862.04,1,Grado,marketing,1950,1,hombre,32,3,3, sales executive ,4,,,6770,1,no,21,4,1,0,14,3,2,14,2,1,9888,1989,no,18964.88,224992.44000000003
31,no,unknown,1035.0,1,Grado,life sciences,2140,4,hombre,48,1,2, research scientist ,1,married,,5771,1,,21,,2,0,10,6,3,10,8,7,0,1992,yes,22770.0,270135.0
35,no,unknown,1126.08,7,Master,unknown,1962,3,mujer,55,3,2, sales executive ,4,,,13586,1,yes,11,3,4,0,10,2,3,10,0,9,0,1988,no,24773.760000000002,293906.88000000006
39,no,travel_rarely,109.48,15,Master,marketing,1975,2,hombre,77,3,4, sales executive ,1,single,,25098,0,no,12,3,1,0,21,3,3,20,11,10,13341,1984,no,2408.56,28574.280000000002
40,no,travel_rarely,408.48,2,FP,marketing,1986,2,mujer,92,3,2, sales executive ,2,married,,4258,3,no,14,3,3,1,0,4,3,11,5,10,5677,1983,yes,8986.560000000001,106613.28
30,no,travel_rarely,838.12,1,FP,medical,2141,4,hombre,76,3,1, laboratory technician ,2,married,,4077,1,no,13,3,3,0,12,6,2,12,1,7,0,1993,no,18438.64,218749.32
47,no,unknown,,1,Secundaria,unknown,2000,3,mujer,98,3,3, research director ,2,married,,17231,0,no,18,3,1,2,14,3,1,13,5,12,0,1976,yes,,
52,no,non-travel,538.2,29,Master,unknown,2142,1,hombre,64,3,1, sales representative ,4,divorced,,19788,2,,15,3,2,2,16,3,0,9,0,0,0,1971,yes,11840.400000000001,140470.2
49,no,travel_frequently,,8,Secundaria,unknown,2,3,hombre,61,2,2, research scientist ,2,married,,24907,1,no,23,4,4,1,10,3,3,10,1,7,0,1974,yes,,
33,no,travel_frequently,1280.64,19,Master,life sciences,5,19,mujer,56,3,1, research scientist ,3,married,,23159,1,,11,3,3,0,0,3,3,8,3,0,2909,1990,yes,28174.08,334247.04000000004
32,no,unknown,924.6,2,FP,life sciences,2143,4,hombre,79,3,1, laboratory technician ,4,,,11864,0,,13,3,3,0,8,2,2,7,3,6,0,1991,yes,20341.2,241320.6
38,no,travel_frequently,,23,Grado,unknown,2144,4,hombre,44,2,3, manufacturing director ,3,,,8787,0,no,21,4,2,0,0,2,3,9,1,8,9526,1985,yes,,
36,no,travel_rarely,1195.08,27,Grado,medical,2145,3,hombre,94,3,2, healthcare representative ,3,,,16577,6,,13,3,2,2,17,3,2,7,7,7,0,1987,yes,26291.760000000002,311915.88000000006
42,no,unknown,,8,Master,unknown,35,3,hombre,48,3,2, sales executive ,2,,,21173,0,,11,,4,1,10,2,3,9,4,2,6825,1981,no,,
31,no,unknown,602.6,7,Master,life sciences,76,4,hombre,48,3,2, laboratory technician ,4,divorced,,9528,3,no,22,4,4,1,0,3,2,7,1,7,0,1992,no,13257.2,157278.6
31,no,travel_rarely,686.32,8,Master,unknown,98,3,mujer,61,3,2, manufacturing director ,4,single,,20682,1,no,23,4,4,0,11,2,3,11,1,8,4424,1992,no,15099.04,179129.52000000002
51,no,unknown,581.44,21,Master,marketing,120,3,hombre,71,3,2, sales executive ,4,,,8423,0,,22,4,4,0,11,2,1,10,1,0,5441,1972,yes,12791.68,151755.84000000003
34,yes,travel_frequently,605.36,7,Grado,unknown,147,1,hombre,66,1,2, laboratory technician ,3,,,22887,1,yes,24,4,4,0,9,3,0,9,0,6,6074,1989,yes,13317.92,157998.96
36,no,unknown,1349.64,11,FP,technical degree,154,2,mujer,92,3,3, sales executive ,4,,,22952,0,no,14,3,3,1,10,6,3,9,2,8,0,1987,no,29692.08,352256.04000000004
30,no,travel_frequently,1207.04,23,Grado,unknown,159,1,hombre,96,1,1, research scientist ,3,divorced,,22310,1,no,25,4,3,3,0,2,2,10,0,9,0,1993,no,26554.879999999997,315037.44
33,no,non-travel,690.0,12,FP,unknown,160,12,hombre,95,3,2, sales executive ,2,married,,15480,0,,13,3,1,1,0,2,4,7,0,7,6146,1990,yes,15180.0,180090.0
31,yes,unknown,229.08,6,Master,life sciences,163,2,hombre,76,1,2, sales executive ,3,married,,20739,4,,18,3,2,0,0,3,2,7,7,7,6172,1992,no,5039.76,59789.880000000005
41,no,travel_rarely,737.84,23,Secundaria,unknown,176,3,hombre,96,3,3, sales executive ,3,divorced,,21196,3,yes,13,3,3,1,0,2,3,9,0,7,0,1982,no,16232.480000000001,192576.24000000002
26,no,travel_rarely,1246.6,25,Secundaria,unknown,177,3,mujer,61,3,1, human resources ,3,,,8916,1,,23,4,4,1,8,3,3,8,5,7,0,1997,yes,27425.200000000004,325362.60000000003
32,no,unknown,633.88,9,FP,unknown,195,4,hombre,35,1,2, sales executive ,4,divorced,,22812,0,no,17,3,4,3,0,2,4,8,0,7,4668,1991,yes,13945.36,165442.68
